"Alias","TotalInProgressDuration","TotalIdleDuration","OverallDuration","TotalQueuedDuration","TotalDataReplicationWaitDuration","TotalSuspendedDuration","SourceProviderDuration","DestinationProviderDuration","RelinquishedDurationInTicks","TotalStalledDueToCIInTicks","TotalStalledDueToHAInTicks","TotalStalledDueToTargetCpuInTicks","TotalStalledDueToSourceCpuInTicks","TotalStalledDueToMailboxLockedDurationInTicks","TotalStalledDueToSourceProxyUnknownInTicks","TotalStalledDueToTargetProxyUnknownInTicks","SourceLatencySampleCount","AverageSourceLatency","TotalNumberOfSourceSideRemoteCalls","DestinationLatencySampleCount","AverageDestinationLatency","TotalNumberOfDestinationSideRemoteCalls","WordBreaking_TotalTimeProcessingMessagesInTicks","TotalTransientFailureDurationInTicks","TotalInProgressDurationInTicks","MailboxSizeInMB","TransferredMailboxSizeInMB","PerMoveRate","BytesTransferredInMB","PerMoveTransferRate"
"adf05","03:13:03.7916703","1.13:31:07.8897540","2.20:18:54.3043414","21:49:57.5643971",,"04:32:40.5888737","00:13:11.3340278","02:17:38.1492206","1393923594003",,,"0","0","0","0","0","0","0","0","0","0","0","13879443682","0","115837916703","4926,10660076141","4630,54020471573","1439,07497747194","5032,79629611969","1564,08775137801"
"lmn05","04:58:26.2247783","2.03:46:47.9733529","2.20:37:05.6191971","06:19:47.4053947",,"04:35:26.1364524","00:18:23.0427834","03:49:45.3467816","1898058525717",,,"1662503506","0","0","0","0","0","0","0","0","0","0","29545306011","0","179062247783","10092,5573759079","7771,26917944908","1562,39349122438","7704,20102500916","1548,90961290982"
"azs03","00:44:46.8873728","07:30:52.0210655","2.20:23:22.0705499","2.06:24:01.1423231",,"05:56:07.6994368","00:02:30.9639971","00:29:28.7118254","263063414172",,,"0","0","0","0","0","0","0","0","0","0","0","2292161141","0","26868873728","1116,23434448242","1060,4226272583","1420,79697748985","1154,29695034027","1546,57357926193"
"JLF05","00:40:47.8765889","05:27:37.5088233","2.20:26:07.7740268","2.03:32:46.5418258",,"10:50:29.8468131","00:01:54.6998977","00:32:58.4606979","193235087990",,,"0","0","0","0","0","0","0","0","0","0","0","3139107070","0","24478765889","985,830040931702","936,538538885117","1377,3319926645","1017,61863327026","1496,57343690647"
"bkn07","03:08:54.5423668","1.12:10:36.8213241","2.20:31:36.3684895","07:45:33.5546442",,"18:54:04.2490034","00:11:52.5324589","02:21:04.3586335","1393840224751",,,"0","0","0","0","0","0","0","0","0","0","0","15833877998","0","113345423668","4522,96779346466","4296,81940379143","1364,72645767844","4685,37239551544","1488,13600743703"
"ann106","00:26:56.4889002","00:27:23.0366344","2.20:53:27.0744505","00:00:02.2946497",,"2.20:02:08.9688630","00:00:57.3842529","00:22:45.5722849","14593220376",,,"12971357","0","0","0","0","0","0","0","0","0","0","1320940116","0","16164889002","654,078355789185","621,374437999725","1383,83132511596","666,600853919983","1484,55276978087"
"mte05","00:44:01.0570372","07:59:53.6461023","2.20:35:55.7753002","01:01:13.8653918",,"2.11:01:52.9308305","00:03:00.2789688","00:29:40.1023842","281279220407",,,"1275627794","0","0","0","0","0","0","0","0","0","0","4942678889","0","26410570372","1021,13086414337","970,074320936203","1322,29918028305","1087,43680095673","1482,27487263758"
"APN05","00:19:26.7263336","05:36:07.0853609","2.20:33:49.5718955","01:50:50.4726422",,"2.11:20:54.3431748","00:00:57.6566840","00:13:02.5962382","253580297449",,,"0","0","0","0","0","0","0","0","0","0","0","1914376234","0","11667263336","443,33016204834","421,163653945923","1299,52424192487","478,231645584106","1475,61075337229"
"cva02","01:06:33.8942453","15:12:03.1555983","2.20:35:28.5096110","02:18:56.8825210",,"1.21:44:04.5485664","00:05:28.6448305","00:47:24.0346724","699531842783",,,"875001631","0","0","0","0","0","0","0","0","0","0","6539350107","0","39938942453","1553,85237121582","1476,15975265503","1330,57481825209","1627,50826740265","1466,99672119371"
"ekt07","02:32:30.4190485","1.08:17:17.1909761","2.20:32:21.5248331","05:06:46.7010854",,"1.03:19:11.6718579","00:10:37.6667375","01:50:30.8515853","1208327328413",,,"0","0","0","0","0","0","0","0","0","0","0","13986972748","0","91504190485","3589,73559093475","3410,24881138802","1341,67579166873","3727,42747783661","1466,46168323969"
"DNN06","00:35:54.4293552","00:51:24.3128193","2.20:53:21.1056896","00:00:04.4352856",,"2.19:31:55.9024627","00:01:22.1361360","00:28:13.6098625","27263385861",,,"591740676","0","0","0","0","0","0","0","0","0","0","1526745843","0","21544293552","856,424676895142","813,603443050385","1359,51192268706","873,619009971619","1459,79650170793"
"ydm03","02:22:52.8130998","1.05:13:53.8688034","2.20:24:50.0707396","12:28:38.4183829",,"21:36:10.6449504","00:07:41.1639339","01:53:15.8090214","1150281943065",,,"0","0","0","0","0","0","0","0","0","0","0","11393408706","0","85728130998","3251,9277677536","3089,33137936592","1297,30962710207","3449,2870092392","1448,46657552243"
"gemnrkl1transport","04:20:22.1596963","1.18:29:40.6139932","2.20:18:37.6949271","15:16:03.4111603",,"04:33:09.9951854","00:11:58.4885356","03:23:50.1776194","1589421288851",,,"0","0","0","0","0","0","0","0","0","0","0","25750960171","0","156221596963","6291,49441814423","5662,3449763298","1304,84147589499","6163,71835899353","1420,37890558961"
"esg05","02:21:08.2629036","19:58:05.9748253","2.20:26:58.8991294","1.17:54:00.9107059",,"04:36:03.1365061","00:07:44.2644860","01:49:54.8412342","705465890138",,,"0","0","0","0","0","0","0","0","0","0","0","12122364270","0","84682629036","4127,85920333862","3261,00877063751","1386,30929482649","3307,67687892914","1406,14868712718"
"apn03","02:14:46.0706444","19:58:48.2557007","2.20:26:14.8834196","1.18:00:33.7900724",,"04:35:16.2301376","00:07:26.2957469","01:42:49.1271674","705387925652",,,"0","0","0","0","0","0","0","0","0","0","0","10494106305","0","80860706444","6612,53479099274","3703,01948295593","1648,62152767286","3115,75381851196","1387,16494573433"
"can06","01:22:50.3103409","02:03:28.6097358","2.20:53:12.9337844","00:00:01.9821468",,"2.17:37:34.6533028","00:03:10.5599618","01:08:17.9887000","67659879939",,,"1630177734","0","0","0","0","0","0","0","0","0","0","3990792269","0","49703103409","1855,19781780243","1762,43792691231","1276,53528687616","1895,16986751556","1372,67314415233"
"arh07","01:16:35.5191889","15:58:39.2511660","2.20:25:45.8052376","19:22:45.7914562",,"1.06:48:27.8395174","00:05:46.2922709","00:58:39.4581948","610766550751",,,"0","0","0","0","0","0","0","0","0","0","0","7002178128","0","45955191889","1643,4711151123","1561,29755935669","1223,07643220384","1710,21410274506","1339,73344834535"
"abo07","00:55:14.4737202","11:18:09.0164728","2.20:32:03.2904178","03:09:51.7797158",,"2.05:22:19.6838600","00:04:00.8228047","00:37:13.7838719","398773531218",,,"0","0","0","0","0","0","0","0","0","0","0","5578808676","0","33144737202","1195,37458324432","1135,60585408211","1233,43294284708","1231,40743732452","1337,4873806816"
"mio07","04:31:47.9338602","1.22:51:51.9686060","2.20:35:13.1814625","06:32:50.3046324",,"10:49:43.5654259","00:17:00.7964991","03:30:40.9290811","1680513775440",,,"610938626","0","0","0","0","0","0","0","0","0","0","28140461548","0","163079338602","5720,71849918365","5434,68257422447","1199,71404317237","6009,94753742218","1326,70461630475"
"elg05","00:17:20.8461798","03:47:31.7799447","2.20:36:16.5253451","01:14:47.6398583",,"2.15:10:16.7124170","00:00:56.1482823","00:10:41.9946667","140313268900",,,"757814080","0","0","0","0","0","0","0","0","0","0","1780820654","0","10408461798","350,318398475647","332,802478551865","1151,07202777737","379,188077926636","1311,50702863529"
"rjl03","00:13:05.3192360","02:07:59.8466770","2.20:24:53.6019959","2.13:35:32.7081792",,"04:32:29.9013459","00:00:40.9969549","00:08:00.5549181","74256732348",,,"0","0","0","0","0","0","0","0","0","0","0","978057092","0","7853192360","1245,57940483093","498,231761932373","2283,9556969117","284,955218315125","1306,26978037559"
"HFR03","10:43:08.3022950","05:22:09.0900899","2.20:24:59.0082548","08:19:42.2416212",,"1.20:45:00.5878120","00:25:18.5314685","09:29:20.5118496","166278765266",,,"0","0","0","0","0","0","0","0","0","0","0","26806051829","0","385883022950","13465,5467987061","12792,2694587708","1193,42306638719","13800,9536399841","1287,52575648762"
"non05","00:45:58.9256851","08:04:08.9763754","2.20:24:26.0237637","2.06:04:30.5601717",,"05:43:07.6977648","00:02:13.3675585","00:29:51.8241966","282488401421",,,"0","0","0","0","0","0","0","0","0","0","0","2440831838","0","27589256851","942,271856307983","895,158263492584","1168,05239299387","973,586721420288","1270,39021603295"
"ufr05","02:59:27.7630043","1.00:47:26.8503381","2.20:26:43.1647275","1.11:22:33.4135828",,"04:32:59.1357795","00:06:57.6039986","02:22:13.0196261","919028523609",,,"0","0","0","0","0","0","0","0","0","0","0","14844751682","0","107677630043","7781,11584949493","4513,04719270706","1508,85284968265","3795,28986549377","1268,88412294377"
"DIN06","00:22:06.5359810","00:26:31.0223514","2.20:52:45.4962324","00:00:01.8259022",,"2.20:06:52.5007204","00:00:39.7837806","00:18:33.7428439","14246336288",,,"50010069","0","0","0","0","0","0","0","0","0","0","877812429","0","13265359810","451,907257080078","429,311894226074","1165,08171760919","462,077001571655","1254,0008182846"
"ahc03","00:38:58.1447499","04:56:08.2807174","2.20:25:37.4458355","2.10:22:18.3239832",,"04:33:14.6201876","00:02:22.0941431","00:31:14.3705749","174663569148",,,"0","0","0","0","0","0","0","0","0","0","0","3894268609","0","23381447499","7015,15564537048","2244,84980651855","3456,35543043793","811,302784919739","1249,148507951"
"shd03","00:31:45.4100106","05:05:09.6174494","2.20:34:08.3844423","01:15:38.8900307",,"2.13:50:59.4834234","00:02:01.1655751","00:20:06.9379001","177446009776",,,"1277502603","0","0","0","0","0","0","0","0","0","0","3624451150","0","19054100106","618,92150592804","587,975430631638","1110,8955754921","661,094566345215","1249,04373631025"
"cen03","00:38:05.3352136","07:53:13.1868569","2.20:34:57.7282934","00:19:34.7732621",,"2.11:23:01.7263778","00:02:23.4070968","00:22:57.4393837","296558934399",,,"1612190809","0","0","0","0","0","0","0","0","0","0","3971418752","0","22853352136","719,551162719727","683,57360458374","1076,80700925487","786,578490257263","1239,06661398067"
"ase05","01:34:33.7190908","19:23:07.0474920","2.20:33:50.8687772","04:13:01.1472642",,"1.16:34:53.2470383","00:06:24.1569382","01:14:46.8562133","798827553839",,,"775313928","0","0","0","0","0","0","0","0","0","0","10672573652","0","56737190908","1772,78495311737","1684,1457054615","1068,5979412503","1929,05415725708","1223,99344327537"
"kvalite04","00:07:01.0246930","03:23:06.7390038","2.20:15:28.9914013","17:29:56.7027872",,"1.22:18:54.6467606","00:00:23.2188955","00:04:11.1998646","155766171605",,,"0","0","0","0","0","0","0","0","0","0","0","582647765","0","4210246930","131,793297767639","125,203632879257","1070,56209732888","142,247029304504","1216,29280659844"
"rbt06","00:11:00.4450701","00:10:08.6682044","2.20:53:25.1681915","00:00:04.1227808",,"2.20:33:47.2732278","00:00:20.5804422","00:08:52.2607907","5133271128",,,"44540125","0","0","0","0","0","0","0","0","0","0","441186852","0","6604450701","214,16252040863","203,454394388199","1109,00338719557","219,482221603394","1196,36898440711"
"cnn03","00:53:10.4757725","09:00:31.2574137","2.20:23:56.4768706","2.03:43:01.0419378",,"06:47:10.6279063","00:02:58.6218975","00:36:57.8970171","324343312540",,,"0","0","0","0","0","0","0","0","0","0","0","2910840107","0","31904757725","1007,51572227478","957,139936161041","1079,99684557384","1052,46337032318","1187,55583910752"
"lpn13","00:06:36.4906161","01:21:51.3246826","2.20:24:55.0394943","2.14:26:06.1678386",,"04:32:31.5575945","00:00:21.8204847","00:04:06.3685023","47808234451",,,"0","0","0","0","0","0","0","0","0","0","0","785059121","0","3964906161","505,938775062561","207,43489777565","1883,43835054093","130,720781326294","1186,90025353833"
"nsn06","00:35:18.6005643","00:49:36.2927496","2.20:53:20.2463066","00:00:01.6383926",,"2.19:33:24.5901418","00:01:09.0546010","00:28:51.3335649","26754172079",,,"50010069","0","0","0","0","0","0","0","0","0","0","1348882722","0","21186005643","666,137022972107","632,830171823502","1075,3271083534","688,149706840515","1169,3279924356"
"dpn05","01:05:31.6643325","07:53:47.4916057","2.20:26:09.9927802","2.06:23:51.6716348",,"04:35:46.5114048","00:03:51.3956611","00:50:51.2606904","300601454081",,,"0","0","0","0","0","0","0","0","0","0","0","5628341142","0","39316643325","3778,23403644562","1775,76999712944","1625,9709499669","1271,16260623932","1163,93084339215"
"rsy06","00:31:02.1357139","00:29:28.3067680","2.20:53:18.9650588","00:00:03.5446540",,"2.19:56:17.2962256","00:00:52.3934619","00:26:29.1314781","15559884653",,,"50010069","0","0","0","0","0","0","0","0","0","0","1438255120","0","18621357139","575,669611930847","546,886131334305","1057,27528778239","597,936187744141","1155,96852571536"
"cas07","00:22:39.3248453","06:30:57.8235094","2.20:32:19.4467054","03:13:10.0301538",,"2.10:34:18.6147214","00:01:26.2487385","00:12:10.4575480","229314769849",,,"0","0","0","0","0","0","0","0","0","0","0","2104583714","0","13593248453","395,531711578369","375,755125999451","995,139946330842","430,455465316772","1140,006879517"
"gemjnkr1transport","00:56:46.2349256","09:42:53.7766336","2.20:15:07.7726019","17:29:11.1245580",,"1.13:44:04.4124813","00:03:01.4060532","00:47:01.6614795","435060006370",,,"0","0","0","0","0","0","0","0","0","0","0","10356665769","0","34062349256","1012,8401966095","962,198186779022","1016,93322629364","1073,15258598328","1134,19931212151"
"toj07","06:51:47.5127809","07:28:35.2634082","2.20:35:22.1033482","01:16:21.2184694",,"2.05:40:24.7330595","00:13:02.6211044","05:53:50.2994752","244086390384",,,"535782211","0","0","0","0","0","0","0","0","0","0","19144934400","0","247075127809","7364,77722072601","6996,53835968971","1019,42831389949","7438,29033279419","1083,79363942936"
"mbn03","03:56:07.2828104","03:18:48.1966407","2.20:34:05.8531848","01:09:10.7016402",,"2.12:28:53.0821911","00:08:34.2439678","03:27:28.8975376","107947865431",,,"934376998","0","0","0","0","0","0","0","0","0","0","10338748702","0","141672828104","4130,88219928741","3924,33808932304","997,200190793966","4242,51930141449","1078,05213529587"
"aon15","01:04:34.0477828","14:22:32.0295718","2.20:25:46.4302293","1.19:04:13.2008393",,"10:15:54.7642367","00:03:10.6530664","00:39:16.7503433","504644173705",,,"0","0","0","0","0","0","0","0","0","0","0","3193372564","0","38740477828","1115,3589220047","1059,59097590446","984,636155029325","1153,19554042816","1071,61918961693"
"mmr16","00:39:07.5586101","00:51:31.9881473","2.20:53:18.6525560","00:00:03.8415295",,"2.19:26:36.6517577","00:00:58.8083080","00:33:47.8475420","28506006587",,,"989376971","0","0","0","0","0","0","0","0","0","0","1786548278","0","23475586101","678,772759437561","644,834121465683","988,858308921017","695,971808433533","1067,27836296875"
"lmg01","03:38:53.6380607","1.06:49:22.2922638","2.20:26:09.0240382","1.03:11:43.6196759",,"04:35:39.7769957","00:09:51.2856943","02:55:24.3211875","1187919893059",,,"0","0","0","0","0","0","0","0","0","0","0","15027036510","0","131336380607","10656,3108491898","5221,59231610298","1431,2662075118","3839,68294048309","1052,4775025666"
"LRE03","01:18:10.9011340","01:40:49.4179849","2.20:33:21.6970815","03:08:51.6389672",,"2.14:35:50.4113243","00:02:44.6588375","01:04:30.7537719","54287456560",,,"0","0","0","0","0","0","0","0","0","0","0","3626591377","0","46909011340","1314,61200428009","1248,88140406609","958,445493990646","1349,37624740601","1035,56957435156"
"jam03","05:52:44.3050348","05:42:23.6205327","2.20:34:45.7751449","00:35:16.6191260",,"2.08:54:49.6175588","00:12:20.1935689","05:07:49.9918602","187152334253",,,"847032972","0","0","0","0","0","0","0","0","0","0","17243105310","0","211643050348","6002,87975311279","5702,73576545715","970,022342897108","6083,00623321533","1034,70548187467"
"jed05","00:47:11.7155142","06:27:10.8472214","2.20:26:13.4615392","2.08:49:45.1087672",,"04:33:12.5576891","00:02:27.1466836","00:33:13.4351345","225640795687",,,"0","0","0","0","0","0","0","0","0","0","0","2894044145","0","28317155142","2259,13674640656","1084,38563827515","1378,5948052389","798,713021278381","1015,41516518283"
"mpn03","04:28:19.2271099","04:17:03.3486539","2.20:31:28.2747159","02:46:32.2610811",,"2.09:23:46.9337999","00:08:18.3398814","03:54:01.1508768","139698527250",,,"0","0","0","0","0","0","0","0","0","0","0","12166814868","0","160992271099","4216,83468055725","4005,99294652939","895,792978697558","4404,81469917297","984,974794676414"
"mnd03","00:52:24.9345061","06:09:42.3454098","2.20:25:32.7270733","2.08:57:01.5003253",,"04:35:17.6051356","00:03:59.1556738","00:39:07.5757251","216486871063",,,"0","0","0","0","0","0","0","0","0","0","0","4056546680","0","31449345061","4668,02531909943","1727,16936806679","1977,0871898859","854,790422439575","978,476821954086"
"SVR06","00:15:58.5320476","00:18:53.8368209","2.20:52:46.6056051","00:00:01.1696478",,"2.20:19:54.3148931","00:00:24.7097655","00:13:20.4173660","10125890166",,,"0","0","0","0","0","0","0","0","0","0","0","536484273","0","9585320476","251,805414199829","239,215143489838","898,43059365584","258,639782905579","971,384546600613"
"ssv05","02:20:25.4010919","18:44:43.8293324","2.20:26:37.4615936","1.18:14:31.9477049",,"04:32:55.2607791","00:06:32.8049740","01:54:59.7836345","695248520177",,,"0","0","0","0","0","0","0","0","0","0","0","9525126590","0","84254010919","4249,08765602112","2549,45259361267","1089,32847669759","2258,94811534882","965,20190867517"
"ank05","04:15:32.0012244","02:33:01.0089560","2.20:13:56.5693228","13:57:14.3629658",,"1.23:51:42.6900570","00:08:56.4870282","03:41:32.5967391","77675150756",,,"0","0","0","0","0","0","0","0","0","0","0","7991541989","0","153320012244","3994,62910842896","3794,89765300751","891,053382456383","4061,72329139709","953,70484485477"
"car05","07:14:17.0577129","04:48:22.6590793","2.20:24:22.9769302","08:15:49.7254892",,"2.00:41:41.7121279","00:11:22.9120932","06:24:38.2572181","151544816002",,,"0","0","0","0","0","0","0","0","0","0","0","15900457891","0","260570577129","6599,48723602295","6269,5128742218","866,185530073286","6808,87802314758","940,703327037428"
"mkn05","03:00:29.0708060","03:35:03.8095429","07:24:42.4532615","01:04:03.6541102",,"00:00:00","00:06:34.0109673","02:37:53.3595931","-2083412188576",,,"1142033613","0","0","0","0","0","0","0","0","0","0","9100017553","0","108290708060","2679,27741909027","2545,31354813576","846,160205011474","2793,37555885315","928,625566498243"
"ein03","05:25:37.3468235","04:45:08.3673422","2.20:24:54.5238706","04:09:04.6623818",,"2.06:33:26.1149248","00:12:16.6053448","04:43:08.2790223","154063997405",,,"0","0","0","0","0","0","0","0","0","0","0","14001075929","0","195373468235","4758,90929985046","4520,96383485794","833,04401321842","4975,17175197601","916,737490966292"
"lkn06","00:27:08.7790050","00:21:44.6995928","2.20:53:27.8556976","00:00:02.5759080",,"2.20:06:42.7662958","00:00:43.3464399","00:24:02.0206383","11737344888",,,"105177377","0","0","0","0","0","0","0","0","0","0","1341659564","0","16287790050","385,928812980652","366,632372331619","810,347221042323","409,817122459412","905,796081804162"
"pje05","00:09:21.5647454","01:16:36.1558070","2.20:25:13.9145394","2.14:26:20.9959876",,"04:34:53.3391687","00:00:34.2192416","00:06:42.6995340","44780146377",,,"0","0","0","0","0","0","0","0","0","0","0","1905182564","0","5615647454","6410,57996177673","1666,75079006195","10684,9706883737","139,826990127563","896,38313049847"
"ajn06","02:25:58.5591863","02:21:11.6626812","2.20:53:15.6994201","00:00:10.8259258",,"2.16:17:41.5336437","00:04:20.4682408","02:09:02.4957066","77647806643",,,"1095939796","0","0","0","0","0","0","0","0","0","0","8506511151","0","87585591863","2051,43037319183","1948,85885453224","801,032650129284","2119,27445220947","871,077978200783"
"gsn05","01:00:21.5943302","08:36:07.4612337","2.20:25:41.4770954","2.06:28:05.6818283",,"04:35:16.0582157","00:02:47.9286480","00:42:54.8844818","301181427212",,,"0","0","0","0","0","0","0","0","0","0","0","6562735341","0","36215943302","2633,02782535553","1237,5230779171","1230,14415042326","875,27232837677","870,053378392152"
"mss05","12:54:42.7451479","06:44:11.2932373","2.20:25:34.2426954","04:30:38.3057824",,"1.21:05:32.8560928","00:23:16.4495948","11:38:01.8830269","212803356723",,,"0","0","0","0","0","0","0","0","0","0","0","29789668480","0","464827451479","10279,5563907623","9765,57857122421","756,325443872702","10661,8338060379","825,738703245897"
"hbn07","01:13:37.7800854","01:26:39.8039312","2.20:41:05.8853447","00:00:05.8560463",,"2.18:07:41.7040858","00:02:23.7676233","01:03:36.0965666","47805451272",,,"1532215400","0","0","0","0","0","0","0","0","0","0","3485793227","0","44177800854","947,378611564636","900,009680986404","733,407908252113","1001,61324501038","816,20352582826"
"mrn05","00:04:38.7660867","01:57:16.8428573","2.20:25:14.2114090","11:06:50.2315047",,"2.07:18:55.4645416","00:00:12.6293791","00:01:57.3717743","68897492760",,,"0","0","0","0","0","0","0","0","0","0","0","345952287","0","2787660867","59,7741718292236","56,7854632377625","733,330478165172","62,4494771957397","806,475854240498"
"pkg05","05:00:31.3682406","04:56:11.2564540","2.20:25:46.0083512","04:18:04.3354102",,"2.06:41:46.8191275","00:10:15.1086070","04:17:28.6597640","159234855729",,,"0","0","0","0","0","0","0","0","0","0","0","12891823487","0","180313682406","3784,70780181885","3595,47241172791","717,843510792265","3947,78544807434","788,183537900766"
"fsn15","06:23:56.3424673","05:53:05.5568629","2.20:35:24.4783608","00:17:00.7574140",,"2.08:34:54.4118636","00:12:25.8349720","05:35:54.9412244","191729666159",,,"1033283326","0","0","0","0","0","0","0","0","0","0","20556620852","0","230363424673","4845,57121181488","4603,29265122414","719,378676017279","5033,48912334442","786,607547172994"
"msj05","17:55:18.9547010","07:37:13.6603982","2.20:35:05.8689398","00:35:40.0411330",,"1.19:11:37.5601112","00:30:40.2304275","16:34:53.9411543","247493129946",,,"1033283284","0","0","0","0","0","0","0","0","0","0","55613034421","0","645189547010","13074,5862455368","12420,85693326","693,053462613566","14012,0280590057","781,836922904128"
"cao07","08:49:09.8899575","07:17:19.8863107","2.20:32:12.1810655","02:55:55.9341742",,"2.02:13:07.6476583","00:14:59.8120304","07:47:46.5115140","236387092755",,,"0","0","0","0","0","0","0","0","0","0","0","27971492311","0","317498899575","6598,66609764099","6268,73279275894","710,787914041298","6885,80020713806","780,754855493329"
"jhn05","00:12:17.5512043","00:20:12.7048882","2.20:42:02.4323368","00:00:04.8702883",,"2.20:11:01.3293808","00:00:25.0909469","00:10:10.8603110","11186814634",,,"122211970","0","0","0","0","0","0","0","0","0","0","385714403","0","7375512043","154,044384002686","146,342164802551","714,298600853338","159,90078163147","780,478440706535"
"llm07","02:35:03.7071133","02:41:29.3926398","2.20:34:33.4157479","01:29:08.5635997",,"2.14:04:23.5476464","00:05:31.7760318","02:13:05.1741854","87575973885",,,"368438333","0","0","0","0","0","0","0","0","0","0","6429366057","0","93037071133","1916,43000602722","1820,60850572586","704,470867450635","1963,71804237366","759,846034108191"
"jbd07","04:59:49.1625669","04:29:00.0161335","2.20:41:11.6041089","00:01:32.0109560",,"2.11:36:35.3715094","00:08:45.9317273","04:23:40.3547434","145950590766",,,"1177685401","0","0","0","0","0","0","0","0","0","0","16453729405","0","179891625669","3555,42971801758","3377,6582321167","675,938615285721","3761,56647872925","752,766521124328"
"lho05","02:54:38.8089144","02:49:39.1311930","2.20:41:06.6978439","00:07:56.9093009",,"2.15:04:57.5711235","00:05:21.7244194","02:31:56.0186340","92134085051",,,"1181252364","0","0","0","0","0","0","0","0","0","0","9055385616","0","104788089144","1990,25168991089","1890,73910541534","649,564357466383","2105,49038791656","723,342267085671"
"ads05","05:38:15.4399723","05:15:00.9500177","2.20:24:56.6801244","06:20:50.4137667",,"2.03:43:25.8898306","00:10:40.5096670","04:53:02.8655081","169449365548",,,"0","0","0","0","0","0","0","0","0","0","0","14412522353","0","202954399723","3941,02209568024","3743,97099089623","664,104625749533","4066,03071689606","721,23149834662"
"tjl05","04:37:17.1006072","04:08:25.7099948","2.20:40:55.8853239","00:12:11.4679675",,"2.12:08:43.9077305","00:06:23.8228727","04:03:45.7628306","133634090187",,,"1637034585","0","0","0","0","0","0","0","0","0","0","12263394471","0","166371006072","3171,89330101013","3013,29863595963","652,029181380321","3231,66844844818","699,280883676248"
"GEMHSTL1Fastighetmartinserverase","00:14:34.8927943","00:26:28.8626382","2.20:19:05.0387429","11:52:30.5498268",,"2.07:48:37.9215157","00:00:25.1204265","00:10:46.3486062","14016746061",,,"0","0","0","0","0","0","0","0","0","0","0","479177787","0","8748927943","159,22341632843","151,262245512009","622,412354280412","169,702185630798","698,288832930298"
"gemitvideokonferens","01:15:17.2961656","08:22:26.7309872","2.20:17:59.1167177","18:56:27.2255525",,"1.11:44:50.3031520","00:03:14.9439420","01:08:50.8470872","444842918476",,,"0","0","0","0","0","0","0","0","0","0","0","8413755699","0","45172961656","647,104367256165","614,749148893356","489,916280643541","870,763271331787","693,943381588767"
"azn05","07:34:32.2611860","05:45:55.6252816","2.20:48:37.4956904","00:00:14.7634686",,"2.07:58:08.4070767","00:14:23.2789003","06:47:29.9298312","189420639591",,,"843595337","0","0","0","0","0","0","0","0","0","0","20024928461","0","272722611860","6071,62442779541","5768,04320640564","761,394715364483","5211,99442195892","687,995021428001"
"fem03","06:07:03.6986643","05:57:22.9461881","2.20:22:43.9923351","07:36:06.2672366",,"2.01:21:53.4985560","00:11:39.0681091","05:13:26.6296783","190605278782",,,"0","0","0","0","0","0","0","0","0","0","0","14691675526","0","220236986643","4053,33035087585","3850,66383333206","629,430597071603","4206,40805053711","687,580647227081"
"agr05","01:39:44.5596342","01:39:13.3250621","2.20:35:17.2439612","00:25:55.9773005",,"2.16:58:15.3981802","00:03:01.1100472","01:28:13.8283066","54813088463",,,"808126781","0","0","0","0","0","0","0","0","0","0","4653254272","0","59845596342","1073,55726623535","1019,87940292358","613,506435718843","1126,00650310516","677,346982727571"
"nhg05","04:42:25.8556031","04:13:59.9919861","2.20:41:52.3385675","00:10:26.6211022",,"2.12:00:12.0160020","00:07:58.2210150","04:07:37.7350179","137278458602",,,"823282948","0","0","0","0","0","0","0","0","0","0","11876352672","0","169458556031","3005,71541118622","2855,42964062691","606,61125333656","3172,28040981293","673,923450240977"
"rnn05","11:08:12.3426432","06:32:14.5081502","2.20:25:40.1177118","05:50:58.0202193",,"1.21:34:06.8910302","00:18:51.9635325","10:05:40.5403502","211428638191",,,"0","0","0","0","0","0","0","0","0","0","0","28401493733","0","400923426432","7035,02756690979","6683,2761885643","600,109464616486","7300,3032951355","655,513999178726"
"cbm05","11:20:46.4527958","03:12:02.3562597","2.20:24:25.2113003","09:59:12.6764022",,"1.20:13:49.6462748","00:21:30.4748498","10:34:31.2572588","102364358275",,,"0","0","0","0","0","0","0","0","0","0","0","29072589918","0","408464527958","6822,54418373108","6481,41697454453","571,239349105964","7292,63342666626","642,735869066653"
"tle05","01:26:22.8086006","08:34:32.4360489","2.20:18:10.8042482","2.05:38:51.6563637",,"04:32:40.1982515","00:03:20.4145952","01:15:48.5484797","312161410324",,,"0","0","0","0","0","0","0","0","0","0","0","7201493355","0","51828086006","6394,96950054169","2110,33993517876","1465,85072922894","914,385571479797","635,135948671959"
"msd05","07:11:09.3002240","06:05:25.1295396","2.20:41:12.8384822","00:09:26.0729628",,"2.07:50:38.2029244","00:14:55.6727701","06:18:29.6222509","197992623710",,,"994092446","0","0","0","0","0","0","0","0","0","0","18877150421","0","258693002240","4273,55195903778","4059,87436108589","564,976538729477","4561,31804847717","634,757988516583"
"ewe05","03:21:49.4449408","03:32:41.1647056","2.20:25:41.9614710","03:27:02.4851172",,"2.10:24:27.2853854","00:06:05.2720409","02:54:03.7007895","115427460276",,,"0","0","0","0","0","0","0","0","0","0","0","7701883903","0","121094449408","2007,36794471741","1906,99954748154","566,929236186773","2099,98704433441","624,302220007818"
